university,program,category,maximum_aggregate,minimum_aggregate,academic_year,website
Presbyterian University College,Bachelor of Science in Tourism Management,Business,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Hospitality Management,Business,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Real Estate Management,Business,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in International Business,Business,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Project Management,Business,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Logistics and Transport,Business,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Laws,Arts,27,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in Economics,Arts,29,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in Political Science,Arts,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in Sociology,Arts,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in Psychology,Arts,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in Geography and Rural Development,Arts,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in History,Arts,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in Language and Linguistics,Arts,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in Communication Studies,Arts,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in Journalism and Mass Communication,Arts,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in Philosophy,Arts,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in Religious Studies,Arts,35,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in Fine Arts,Arts,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in Music,Arts,35,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in Theatre Arts,Arts,35,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in French,Arts,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in Social Work,Arts,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in International Relations,Arts,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Arts in Development Studies,Arts,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Education (Science),Education,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Education (Mathematics),Education,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Education (Social Studies),Education,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Education (Language Arts),Education,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Education (ICT),Education,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Education (Early Childhood),Education,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Education (Basic Education),Education,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Education (Physical Education),Education,35,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Education (Guidance and Counselling),Education,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Education (Special Education),Education,33,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Data Science,Science,27,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Cybersecurity,Science,27,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Artificial Intelligence,Science,25,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Information Systems,Science,29,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Computer Networking,Science,29,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Mobile Computing,Science,29,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Blockchain Technology,Science,29,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Cloud Computing,Science,29,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Game Development,Science,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Digital Innovation,Science,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Midwifery,Science,23,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Dental Technology,Science,27,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Medical Imaging,Science,25,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Community Health,Science,27,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Health Information Management,Science,29,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Occupational Therapy,Science,27,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Speech and Language Therapy,Science,29,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Agribusiness Management,Business,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Animal Science,Science,29,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Soil Science,Science,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Crop Science,Science,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Horticulture,Science,31,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Natural Resource Management,Science,29,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Water Resources Engineering,Science,27,,2026,www.presbyuniversity.edu.gh
Presbyterian University College,Bachelor of Science in Marine Science,Science,29,,2026,www.presbyuniversity.edu.gh
Ghana Baptist University College,Bachelor of Science in Computer Science,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Information Technology,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Software Engineering,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Electrical Engineering,Science,25,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Mechanical Engineering,Science,25,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Civil Engineering,Science,25,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Chemical Engineering,Science,25,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Biomedical Engineering,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Environmental Engineering,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Telecommunication Engineering,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Computer Engineering,Science,25,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Petroleum Engineering,Science,23,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Mining Engineering,Science,23,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Metallurgical Engineering,Science,25,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Agricultural Engineering,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Food Science and Technology,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Biochemistry,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Chemistry,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Physics,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Mathematics,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Statistics,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Actuarial Science,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Medicine,Science,21,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Nursing,Science,23,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Pharmacy,Science,23,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Optometry,Science,25,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Physiotherapy,Science,25,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Medical Laboratory Science,Science,25,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Radiography,Science,25,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Nutrition and Dietetics,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Public Health,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Agriculture,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Forestry,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Fisheries and Aquaculture,Science,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Environmental Science,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Geology,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Architecture,Science,25,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Quantity Surveying,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Land Economy,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Urban Planning,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Business Administration,Business,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Accounting,Business,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Finance,Business,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Marketing,Business,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Supply Chain Management,Business,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Human Resource Management,Business,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Entrepreneurship,Business,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Insurance,Business,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Banking and Finance,Business,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Tourism Management,Business,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Hospitality Management,Business,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Real Estate Management,Business,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in International Business,Business,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Project Management,Business,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Logistics and Transport,Business,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Laws,Arts,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in Economics,Arts,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in Political Science,Arts,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in Sociology,Arts,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in Psychology,Arts,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in Geography and Rural Development,Arts,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in History,Arts,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in Language and Linguistics,Arts,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in Communication Studies,Arts,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in Journalism and Mass Communication,Arts,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in Philosophy,Arts,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in Religious Studies,Arts,35,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in Fine Arts,Arts,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in Music,Arts,35,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in Theatre Arts,Arts,35,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in French,Arts,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in Social Work,Arts,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in International Relations,Arts,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Arts in Development Studies,Arts,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Education (Science),Education,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Education (Mathematics),Education,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Education (Social Studies),Education,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Education (Language Arts),Education,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Education (ICT),Education,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Education (Early Childhood),Education,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Education (Basic Education),Education,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Education (Physical Education),Education,35,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Education (Guidance and Counselling),Education,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Education (Special Education),Education,33,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Data Science,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Cybersecurity,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Artificial Intelligence,Science,25,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Information Systems,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Computer Networking,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Mobile Computing,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Blockchain Technology,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Cloud Computing,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Game Development,Science,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Digital Innovation,Science,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Midwifery,Science,23,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Dental Technology,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Medical Imaging,Science,25,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Community Health,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Health Information Management,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Occupational Therapy,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Speech and Language Therapy,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Agribusiness Management,Business,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Animal Science,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Soil Science,Science,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Crop Science,Science,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Horticulture,Science,31,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Natural Resource Management,Science,29,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Water Resources Engineering,Science,27,,2026,www.gbuc.edu.gh
Ghana Baptist University College,Bachelor of Science in Marine Science,Science,29,,2026,www.gbuc.edu.gh
All Nations University,Bachelor of Science in Computer Science,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Information Technology,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Software Engineering,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Electrical Engineering,Science,24,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Mechanical Engineering,Science,24,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Civil Engineering,Science,24,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Chemical Engineering,Science,24,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Biomedical Engineering,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Environmental Engineering,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Telecommunication Engineering,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Computer Engineering,Science,24,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Petroleum Engineering,Science,22,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Mining Engineering,Science,22,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Metallurgical Engineering,Science,24,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Agricultural Engineering,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Food Science and Technology,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Biochemistry,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Chemistry,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Physics,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Mathematics,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Statistics,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Actuarial Science,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Medicine,Science,20,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Nursing,Science,22,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Pharmacy,Science,22,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Optometry,Science,24,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Physiotherapy,Science,24,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Medical Laboratory Science,Science,24,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Radiography,Science,24,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Nutrition and Dietetics,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Public Health,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Agriculture,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Forestry,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Fisheries and Aquaculture,Science,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Environmental Science,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Geology,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Architecture,Science,24,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Quantity Surveying,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Land Economy,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Urban Planning,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Business Administration,Business,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Accounting,Business,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Finance,Business,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Marketing,Business,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Supply Chain Management,Business,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Human Resource Management,Business,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Entrepreneurship,Business,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Insurance,Business,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Banking and Finance,Business,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Tourism Management,Business,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Hospitality Management,Business,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Real Estate Management,Business,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in International Business,Business,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Project Management,Business,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Logistics and Transport,Business,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Laws,Arts,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in Economics,Arts,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in Political Science,Arts,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in Sociology,Arts,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in Psychology,Arts,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in Geography and Rural Development,Arts,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in History,Arts,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in Language and Linguistics,Arts,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in Communication Studies,Arts,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in Journalism and Mass Communication,Arts,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in Philosophy,Arts,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in Religious Studies,Arts,34,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in Fine Arts,Arts,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in Music,Arts,34,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in Theatre Arts,Arts,34,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in French,Arts,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in Social Work,Arts,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in International Relations,Arts,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Arts in Development Studies,Arts,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Education (Science),Education,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Education (Mathematics),Education,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Education (Social Studies),Education,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Education (Language Arts),Education,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Education (ICT),Education,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Education (Early Childhood),Education,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Education (Basic Education),Education,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Education (Physical Education),Education,34,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Education (Guidance and Counselling),Education,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Education (Special Education),Education,32,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Data Science,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Cybersecurity,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Artificial Intelligence,Science,24,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Information Systems,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Computer Networking,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Mobile Computing,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Blockchain Technology,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Cloud Computing,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Game Development,Science,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Digital Innovation,Science,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Midwifery,Science,22,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Dental Technology,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Medical Imaging,Science,24,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Community Health,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Health Information Management,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Occupational Therapy,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Speech and Language Therapy,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Agribusiness Management,Business,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Animal Science,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Soil Science,Science,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Crop Science,Science,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Horticulture,Science,30,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Natural Resource Management,Science,28,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Water Resources Engineering,Science,26,,2026,www.anuc.edu.gh
All Nations University,Bachelor of Science in Marine Science,Science,28,,2026,www.anuc.edu.gh
Ghana Institute of Management and Public Administration,Bachelor of Science in Computer Science,Science,26,,2026,www.gimpa.edu.gh
Ghana Institute of Management and Public Administration,Bachelor of Science in Information Technology,Science,28,,2026,www.gimpa.edu.gh
Ghana Institute of Management and Public Administration,Bachelor of Science in Software Engineering,Science,26,,2026,www.gimpa.edu.gh
Ghana Institute of Management and Public Administration,Bachelor of Science in Electrical Engineering,Science,24,,2026,www.gimpa.edu.gh
Ghana Institute of Management and Public Administration,Bachelor of Science in Mechanical Engineering,Science,24,,2026,www.gimpa.edu.gh
Ghana Institute of Management and Public Administration,Bachelor of Science in Civil Engineering,Science,24,,2026,www.gimpa.edu.gh
Ghana Institute of Management and Public Administration,Bachelor of Science in Chemical Engineering,Science,24,,2026,www.gimpa.edu.gh
Ghana Institute of Management and Public Administration,Bachelor of Science in Biomedical Engineering,Science,26,,2026,www.gimpa.edu.gh
Ghana Institute of Management and Public Administration,Bachelor of Science in Environmental Engineering,Science,26,,2026,www.gimpa.edu.gh
Ghana Institute of Management and Public Administration,Bachelor of Science in Telecommunication Engineering,Science,26,,2026,www.gimpa.edu.gh
Ghana Institute of Management and Public Administration,Bachelor of Science in Computer Engineering,Science,24,,2026,www.gimpa.edu.gh
Ghana Institute of Management and Public Administration,Bachelor of Science in Petroleum Engineering,Science,22,,2026,www.gimpa.edu.gh
Ghana Institute of Management and Public Administration,Bachelor of Science in Mining Engineering,Science,22,,2026,www.gimpa.edu.gh
Ghana Institute of Management and Public Administration,Bachelor of Science in Metallurgical Engineering,Science,24,,2026,www.gimpa.edu.gh
Ghana Institute of Management and Public Administration,Bachelor of Science in Agricultural Engineering,Science,26,,2026,www.gimpa.edu.gh
